,action_adventure_game,action_game,platform_game,puzzle_video_game,adventure_game,role-playing_video_game,indie_game,dates,lang
591,45025.0,29690.0,28789.0,7241.0,19308.0,16165.0,7753.0,2020-08-14,fr
592,43570.0,29057.0,26660.0,6968.0,20430.0,16048.0,8348.0,2020-08-15,fr
593,49476.0,30218.0,28934.0,7691.0,22444.0,18130.0,7835.0,2020-08-16,fr
594,48805.0,30382.0,30398.0,8994.0,21164.0,18392.0,8979.0,2020-08-17,fr
595,45648.0,29853.0,30078.0,7850.0,20138.0,16991.0,8349.0,2020-08-18,fr
596,45131.0,28313.0,29137.0,7852.0,22899.0,16544.0,8180.0,2020-08-19,fr
597,44508.0,29035.0,29431.0,7662.0,21705.0,17218.0,8013.0,2020-08-20,fr
598,44608.0,31023.0,28649.0,7714.0,19618.0,16511.0,7967.0,2020-08-21,fr
599,47142.0,29688.0,26995.0,7373.0,21602.0,16416.0,7757.0,2020-08-22,fr
600,55108.0,37254.0,29001.0,7831.0,24271.0,17144.0,8137.0,2020-08-23,fr
601,50675.0,32808.0,30508.0,8436.0,23816.0,17400.0,8559.0,2020-08-24,fr
602,49696.0,30643.0,29222.0,8392.0,24438.0,17014.0,8253.0,2020-08-25,fr
603,46380.0,31618.0,30043.0,7651.0,56363.0,17100.0,8623.0,2020-08-26,fr
604,47391.0,29851.0,30735.0,7448.0,27095.0,19614.0,8899.0,2020-08-27,fr
605,47658.0,30547.0,29852.0,7239.0,22150.0,18652.0,8093.0,2020-08-28,fr
606,49600.0,31465.0,29286.0,8001.0,22165.0,18437.0,8163.0,2020-08-29,fr
607,58358.0,33312.0,29410.0,8381.0,23485.0,20171.0,8644.0,2020-08-30,fr
608,45628.0,30945.0,26798.0,7553.0,20541.0,17469.0,8384.0,2020-08-31,fr
609,40227.0,26829.0,23768.0,7258.0,19681.0,16363.0,7589.0,2020-09-01,fr
610,41374.0,26813.0,24925.0,7173.0,44818.0,15681.0,7851.0,2020-09-02,fr
611,40670.0,27178.0,25537.0,7169.0,21649.0,15483.0,7624.0,2020-09-03,fr
612,41098.0,29183.0,26536.0,6842.0,18507.0,14962.0,7471.0,2020-09-04,fr
613,44381.0,29817.0,27045.0,7321.0,19197.0,16202.0,7414.0,2020-09-05,fr
614,49918.0,33200.0,29345.0,9211.0,23365.0,18309.0,8464.0,2020-09-06,fr
615,45996.0,31636.0,26433.0,8051.0,21288.0,18600.0,8263.0,2020-09-07,fr
616,45930.0,30699.0,26244.0,7584.0,20542.0,16908.0,7793.0,2020-09-08,fr
617,46147.0,30262.0,27264.0,8020.0,58461.0,16407.0,8202.0,2020-09-09,fr
618,43141.0,28370.0,24721.0,7610.0,25587.0,18166.0,8400.0,2020-09-10,fr
619,44327.0,29842.0,24995.0,7271.0,22223.0,17138.0,7565.0,2020-09-11,fr
620,47480.0,32436.0,27225.0,7589.0,22535.0,17303.0,7755.0,2020-09-12,fr
621,50744.0,35249.0,28113.0,7793.0,24159.0,18764.0,8652.0,2020-09-13,fr
622,44009.0,30934.0,26971.0,8457.0,22090.0,16436.0,8396.0,2020-09-14,fr
623,42272.0,28407.0,25744.0,7978.0,20815.0,15201.0,8032.0,2020-09-15,fr
624,46530.0,29437.0,27156.0,8632.0,43677.0,18813.0,9068.0,2020-09-16,fr
625,46297.0,28189.0,26398.0,7743.0,24249.0,19589.0,9792.0,2020-09-17,fr
626,44543.0,27809.0,30502.0,7960.0,22596.0,17351.0,9074.0,2020-09-18,fr
627,50022.0,32764.0,30414.0,7739.0,23027.0,18834.0,11349.0,2020-09-19,fr
628,54949.0,35074.0,31625.0,8580.0,25753.0,21076.0,13196.0,2020-09-20,fr
629,50015.0,30931.0,27168.0,9866.0,35605.0,30739.0,13882.0,2020-09-21,fr
630,45588.0,29815.0,24988.0,9368.0,23539.0,19833.0,12997.0,2020-09-22,fr
631,46243.0,31506.0,25833.0,8793.0,24127.0,18561.0,15140.0,2020-09-23,fr
632,44049.0,29677.0,24232.0,8448.0,22464.0,16930.0,14035.0,2020-09-24,fr
633,43723.0,28213.0,23801.0,7894.0,20584.0,16766.0,12716.0,2020-09-25,fr
634,51059.0,31704.0,27525.0,7865.0,23918.0,19711.0,13426.0,2020-09-26,fr
635,56274.0,35916.0,30044.0,9047.0,26118.0,24069.0,14426.0,2020-09-27,fr
636,51785.0,30630.0,25042.0,8974.0,40203.0,36900.0,13515.0,2020-09-28,fr
637,44831.0,29821.0,30031.0,8431.0,24493.0,25387.0,12893.0,2020-09-29,fr
638,44488.0,37761.0,24554.0,8718.0,22170.0,21433.0,12068.0,2020-09-30,fr
639,44260.0,30273.0,24731.0,8763.0,21159.0,21232.0,11255.0,2020-10-01,fr
640,44884.0,31184.0,29700.0,7704.0,20625.0,21430.0,10768.0,2020-10-02,fr
641,54212.0,35567.0,32225.0,8299.0,22966.0,29656.0,11739.0,2020-10-03,fr
642,54615.0,39469.0,32439.0,8674.0,24661.0,28765.0,12505.0,2020-10-04,fr
643,48919.0,33545.0,26040.0,8720.0,34164.0,35301.0,11852.0,2020-10-05,fr
644,48075.0,32786.0,24839.0,8522.0,24751.0,28065.0,11363.0,2020-10-06,fr
645,47399.0,31702.0,25704.0,8821.0,23098.0,27544.0,12216.0,2020-10-07,fr
646,45067.0,32043.0,24928.0,8756.0,22671.0,23935.0,11357.0,2020-10-08,fr
647,44419.0,31523.0,30482.0,8395.0,21852.0,23510.0,11062.0,2020-10-09,fr
648,51834.0,37294.0,29848.0,9344.0,23324.0,25968.0,12875.0,2020-10-10,fr
649,55482.0,39578.0,29974.0,8967.0,24876.0,27958.0,13906.0,2020-10-11,fr
650,49805.0,36913.0,27650.0,10495.0,33529.0,33839.0,12787.0,2020-10-12,fr
651,50466.0,35083.0,29006.0,9275.0,24578.0,23693.0,11997.0,2020-10-13,fr
652,45386.0,33610.0,24018.0,8638.0,21899.0,20293.0,11488.0,2020-10-14,fr
653,46956.0,35021.0,24852.0,8518.0,25448.0,19429.0,11290.0,2020-10-15,fr
654,43689.0,33286.0,24771.0,8460.0,22833.0,18787.0,11417.0,2020-10-16,fr
655,48331.0,35632.0,27404.0,7857.0,21960.0,21769.0,11324.0,2020-10-17,fr
656,54707.0,41096.0,31818.0,8749.0,25586.0,23698.0,12219.0,2020-10-18,fr
657,51659.0,37326.0,27114.0,8514.0,43674.0,39735.0,12390.0,2020-10-19,fr
658,53954.0,37768.0,29461.0,8489.0,27518.0,23979.0,13996.0,2020-10-20,fr
659,49057.0,45827.0,29002.0,9174.0,23334.0,20474.0,13853.0,2020-10-21,fr
660,51446.0,41865.0,31381.0,12210.0,23734.0,20139.0,13245.0,2020-10-22,fr
661,51461.0,47452.0,41347.0,10793.0,24480.0,20203.0,12172.0,2020-10-23,fr
662,55654.0,44806.0,38275.0,11435.0,24258.0,21577.0,13440.0,2020-10-24,fr
663,61977.0,68713.0,79782.0,11203.0,28351.0,24118.0,13125.0,2020-10-25,fr
664,54990.0,48780.0,42803.0,9971.0,26419.0,22034.0,13672.0,2020-10-26,fr
665,55997.0,42143.0,32738.0,9020.0,24327.0,20188.0,12275.0,2020-10-27,fr
666,51001.0,44899.0,28246.0,8089.0,21244.0,18497.0,12044.0,2020-10-28,fr
667,51592.0,45803.0,27573.0,7826.0,20225.0,17784.0,12461.0,2020-10-29,fr
668,64245.0,59460.0,31997.0,10251.0,25685.0,21536.0,14692.0,2020-10-30,fr
669,68203.0,83082.0,36563.0,11282.0,36512.0,23719.0,16296.0,2020-10-31,fr
670,75197.0,65842.0,40309.0,11331.0,34376.0,25751.0,16029.0,2020-11-01,fr
671,58412.0,48728.0,42286.0,9674.0,27253.0,21499.0,13479.0,2020-11-02,fr
672,62434.0,38926.0,31921.0,9370.0,25546.0,19935.0,13492.0,2020-11-03,fr
673,56238.0,37007.0,30639.0,10367.0,24506.0,19426.0,12953.0,2020-11-04,fr
674,54383.0,35947.0,30526.0,9368.0,23515.0,19295.0,12787.0,2020-11-05,fr
675,60325.0,36987.0,30710.0,11872.0,25066.0,19619.0,13455.0,2020-11-06,fr
676,71889.0,43065.0,37184.0,10555.0,27680.0,23765.0,15083.0,2020-11-07,fr
677,75216.0,63585.0,38883.0,12249.0,30083.0,25675.0,15408.0,2020-11-08,fr
678,67240.0,47578.0,40464.0,12687.0,27606.0,22951.0,14767.0,2020-11-09,fr
679,80528.0,50327.0,39122.0,12096.0,29256.0,22537.0,14283.0,2020-11-10,fr
680,83663.0,46033.0,38142.0,12168.0,33569.0,25421.0,15614.0,2020-11-11,fr
681,68496.0,39211.0,31617.0,10973.0,28032.0,21679.0,13804.0,2020-11-12,fr
682,66823.0,39914.0,30575.0,10705.0,26395.0,21001.0,13524.0,2020-11-13,fr
683,77785.0,44630.0,38237.0,10986.0,31383.0,24207.0,14957.0,2020-11-14,fr
684,84804.0,48430.0,41252.0,12065.0,42581.0,35223.0,15280.0,2020-11-15,fr
685,69473.0,44901.0,38163.0,11311.0,29835.0,23702.0,14024.0,2020-11-16,fr
686,64091.0,43366.0,33477.0,10683.0,27625.0,21244.0,12732.0,2020-11-17,fr
687,66484.0,44746.0,31686.0,11657.0,26719.0,20794.0,13726.0,2020-11-18,fr
688,68810.0,42007.0,34725.0,12011.0,26550.0,21097.0,13232.0,2020-11-19,fr
689,65701.0,42992.0,32416.0,11204.0,25792.0,21481.0,13263.0,2020-11-20,fr
690,80073.0,47392.0,39320.0,11558.0,37962.0,24839.0,16093.0,2020-11-21,fr
691,82821.0,49464.0,40411.0,12320.0,38576.0,26442.0,14333.0,2020-11-22,fr
692,69082.0,53797.0,45149.0,12108.0,30006.0,23832.0,13163.0,2020-11-23,fr
693,61946.0,44089.0,35955.0,11356.0,26178.0,21032.0,12400.0,2020-11-24,fr
694,61696.0,39581.0,31517.0,10819.0,26109.0,20614.0,12086.0,2020-11-25,fr
695,57948.0,37576.0,30790.0,10481.0,25952.0,19761.0,11904.0,2020-11-26,fr
696,62267.0,36968.0,35875.0,10236.0,24240.0,20107.0,12511.0,2020-11-27,fr
697,69480.0,40615.0,38984.0,11084.0,27063.0,23709.0,13474.0,2020-11-28,fr
698,75239.0,46056.0,43990.0,12340.0,29706.0,24819.0,14317.0,2020-11-29,fr
699,62204.0,42798.0,41113.0,10932.0,25973.0,22076.0,12323.0,2020-11-30,fr
700,59499.0,36877.0,32525.0,10498.0,25052.0,19970.0,11744.0,2020-12-01,fr
701,60800.0,36857.0,31743.0,10705.0,25541.0,19325.0,11524.0,2020-12-02,fr
702,63896.0,36550.0,29697.0,10398.0,25427.0,19917.0,11097.0,2020-12-03,fr
703,59785.0,38011.0,31762.0,10264.0,24919.0,20101.0,11039.0,2020-12-04,fr
704,65700.0,40502.0,35318.0,10430.0,26304.0,23286.0,11824.0,2020-12-05,fr
705,74752.0,43120.0,36871.0,11929.0,30809.0,25468.0,14561.0,2020-12-06,fr
706,64340.0,42972.0,39450.0,12240.0,27450.0,22912.0,13247.0,2020-12-07,fr
707,59888.0,40449.0,33607.0,11432.0,25910.0,21495.0,12504.0,2020-12-08,fr
708,61208.0,38722.0,32592.0,11457.0,26028.0,21643.0,12616.0,2020-12-09,fr
709,65310.0,39851.0,35726.0,11487.0,25418.0,21456.0,11941.0,2020-12-10,fr
710,65577.0,49016.0,37978.0,11309.0,25302.0,24380.0,13601.0,2020-12-11,fr
711,70027.0,45582.0,39568.0,11141.0,27147.0,24136.0,12467.0,2020-12-12,fr
712,90290.0,50742.0,40723.0,12067.0,32932.0,25884.0,12940.0,2020-12-13,fr
713,72289.0,42935.0,33353.0,11615.0,27844.0,22457.0,12415.0,2020-12-14,fr
714,60281.0,40624.0,34288.0,11895.0,25577.0,22052.0,13094.0,2020-12-15,fr
715,61078.0,41336.0,30835.0,11916.0,25559.0,23324.0,13461.0,2020-12-16,fr
716,63278.0,39747.0,29765.0,11446.0,23776.0,22356.0,12237.0,2020-12-17,fr
717,58810.0,39701.0,33775.0,11408.0,22561.0,20683.0,11883.0,2020-12-18,fr
718,64125.0,43468.0,37826.0,12164.0,24190.0,22389.0,14196.0,2020-12-19,fr
719,74149.0,50041.0,46083.0,15322.0,26758.0,24430.0,13490.0,2020-12-20,fr
720,68366.0,47097.0,41110.0,21160.0,26245.0,25694.0,14951.0,2020-12-21,fr
721,63104.0,42997.0,37322.0,15340.0,25066.0,25035.0,15192.0,2020-12-22,fr
722,60557.0,38685.0,34888.0,15144.0,22632.0,22032.0,12704.0,2020-12-23,fr
723,60246.0,35074.0,32673.0,10342.0,20154.0,17847.0,10211.0,2020-12-24,fr
724,68410.0,42331.0,39559.0,11009.0,22589.0,21257.0,11784.0,2020-12-25,fr
725,65684.0,42393.0,40160.0,10583.0,27285.0,23066.0,12172.0,2020-12-26,fr
726,79065.0,49165.0,41972.0,11479.0,30872.0,26483.0,13061.0,2020-12-27,fr
727,86450.0,48053.0,39856.0,10928.0,28059.0,24933.0,12641.0,2020-12-28,fr
728,90024.0,49385.0,55624.0,10535.0,26580.0,23841.0,12436.0,2020-12-29,fr
729,87873.0,43811.0,41779.0,11020.0,26904.0,24297.0,12257.0,2020-12-30,fr
730,88149.0,41379.0,38080.0,9920.0,24053.0,20868.0,10349.0,2020-12-31,fr
