,action_adventure_game,action_game,platform_game,puzzle_video_game,adventure_game,role-playing_video_game,indie_game,dates,lang
20,55550.0,35279.0,30060.0,11105.0,23658.0,22948.0,8739.0,2019-01-21,fr
21,51819.0,34289.0,28165.0,10633.0,23443.0,20868.0,8447.0,2019-01-22,fr
22,55227.0,35781.0,31300.0,10584.0,23429.0,21728.0,8451.0,2019-01-23,fr
23,51943.0,33656.0,28827.0,9965.0,22278.0,20363.0,8228.0,2019-01-24,fr
24,49049.0,32598.0,26438.0,9223.0,20460.0,19460.0,7456.0,2019-01-25,fr
25,59196.0,35865.0,31803.0,11682.0,24391.0,21541.0,7267.0,2019-01-26,fr
26,64075.0,42285.0,34287.0,11698.0,25918.0,25618.0,8352.0,2019-01-27,fr
27,53883.0,34670.0,29053.0,11176.0,23607.0,23460.0,8417.0,2019-01-28,fr
28,50751.0,33439.0,26799.0,10369.0,22281.0,23239.0,7776.0,2019-01-29,fr
29,53581.0,35462.0,27813.0,10804.0,24281.0,23304.0,8048.0,2019-01-30,fr
30,50156.0,33989.0,27876.0,10145.0,23304.0,21834.0,7763.0,2019-01-31,fr
31,52346.0,32153.0,26171.0,10142.0,20912.0,20473.0,7213.0,2019-02-01,fr
32,55339.0,35603.0,29451.0,9928.0,22277.0,23284.0,7324.0,2019-02-02,fr
33,65828.0,39296.0,33810.0,10996.0,26521.0,26987.0,8565.0,2019-02-03,fr
34,52349.0,34759.0,27910.0,10411.0,23277.0,22894.0,8226.0,2019-02-04,fr
35,48536.0,44263.0,25908.0,9915.0,21682.0,20744.0,8187.0,2019-02-05,fr
36,51138.0,38298.0,30388.0,10063.0,23703.0,21142.0,8270.0,2019-02-06,fr
37,48207.0,33992.0,25063.0,9468.0,22054.0,19316.0,7854.0,2019-02-07,fr
38,46759.0,32575.0,25156.0,8908.0,20715.0,19252.0,7420.0,2019-02-08,fr
39,50968.0,35015.0,27236.0,10106.0,21127.0,20707.0,7463.0,2019-02-09,fr
40,58698.0,40591.0,32425.0,10908.0,25837.0,25111.0,8476.0,2019-02-10,fr
41,61332.0,35236.0,28578.0,10689.0,52725.0,41784.0,8464.0,2019-02-11,fr
42,47934.0,37263.0,26644.0,10505.0,26414.0,24729.0,7936.0,2019-02-12,fr
43,50502.0,33079.0,27258.0,10560.0,23832.0,21798.0,8018.0,2019-02-13,fr
44,54332.0,30497.0,25323.0,10955.0,20736.0,21403.0,7510.0,2019-02-14,fr
45,47259.0,31101.0,25096.0,10034.0,19891.0,20171.0,7112.0,2019-02-15,fr
46,50476.0,34709.0,27488.0,10181.0,20345.0,20430.0,6998.0,2019-02-16,fr
47,77410.0,35801.0,49978.0,11302.0,22238.0,23565.0,8092.0,2019-02-17,fr
48,55857.0,33601.0,35090.0,10766.0,21676.0,21480.0,8853.0,2019-02-18,fr
49,52861.0,41937.0,27965.0,10642.0,22285.0,20288.0,7712.0,2019-02-19,fr
50,50730.0,39200.0,27834.0,10171.0,21170.0,19260.0,7773.0,2019-02-20,fr
51,48912.0,32687.0,25530.0,9952.0,20558.0,19142.0,7339.0,2019-02-21,fr
52,47638.0,32452.0,25277.0,9512.0,20428.0,18783.0,7314.0,2019-02-22,fr
53,48798.0,33032.0,26026.0,8689.0,19247.0,19138.0,7353.0,2019-02-23,fr
54,53806.0,36375.0,30233.0,9828.0,22583.0,21655.0,7708.0,2019-02-24,fr
55,51115.0,34307.0,32750.0,10733.0,21993.0,21043.0,8312.0,2019-02-25,fr
56,50408.0,31738.0,26485.0,10178.0,20758.0,20133.0,7856.0,2019-02-26,fr
57,48421.0,32633.0,26020.0,10085.0,22156.0,22323.0,7877.0,2019-02-27,fr
58,48477.0,38021.0,25295.0,9664.0,21934.0,21470.0,7740.0,2019-02-28,fr
59,51429.0,32606.0,26738.0,9723.0,22216.0,21262.0,7407.0,2019-03-01,fr
60,54680.0,33037.0,29153.0,9793.0,22613.0,21890.0,7462.0,2019-03-02,fr
61,64688.0,37422.0,33214.0,10789.0,27195.0,24994.0,8552.0,2019-03-03,fr
62,60813.0,33670.0,30305.0,11013.0,48736.0,44192.0,8655.0,2019-03-04,fr
63,52991.0,32330.0,29480.0,10098.0,27448.0,26765.0,7740.0,2019-03-05,fr
64,53865.0,31490.0,26584.0,9620.0,24465.0,25019.0,7428.0,2019-03-06,fr
65,53509.0,31507.0,25518.0,9740.0,22783.0,21776.0,7583.0,2019-03-07,fr
66,55103.0,33964.0,26307.0,9478.0,22241.0,20791.0,7436.0,2019-03-08,fr
67,61042.0,38320.0,29442.0,9796.0,26821.0,23371.0,7552.0,2019-03-09,fr
68,68466.0,42473.0,33542.0,11802.0,32072.0,27196.0,8333.0,2019-03-10,fr
69,55602.0,41836.0,27941.0,11264.0,25819.0,24075.0,8304.0,2019-03-11,fr
70,51284.0,34785.0,26719.0,10634.0,23418.0,21777.0,8087.0,2019-03-12,fr
71,51182.0,33430.0,26372.0,9917.0,23837.0,21018.0,8191.0,2019-03-13,fr
72,48884.0,36076.0,25346.0,9675.0,25689.0,19895.0,7718.0,2019-03-14,fr
73,47262.0,33799.0,24989.0,9142.0,22688.0,19127.0,7463.0,2019-03-15,fr
74,53007.0,35053.0,28033.0,9028.0,23523.0,20339.0,7248.0,2019-03-16,fr
75,62365.0,39454.0,32046.0,13706.0,27183.0,25408.0,8281.0,2019-03-17,fr
76,52078.0,40523.0,26510.0,10532.0,23046.0,21889.0,8371.0,2019-03-18,fr
77,50644.0,37527.0,26072.0,10530.0,21344.0,20541.0,7715.0,2019-03-19,fr
78,51111.0,35251.0,27043.0,13093.0,22390.0,20539.0,8765.0,2019-03-20,fr
79,49180.0,33050.0,25686.0,10675.0,21350.0,23334.0,12074.0,2019-03-21,fr
80,47349.0,31984.0,25379.0,10137.0,20769.0,20800.0,8877.0,2019-03-22,fr
81,52700.0,34000.0,27748.0,9473.0,22006.0,21045.0,7659.0,2019-03-23,fr
82,61884.0,40051.0,30849.0,10762.0,25436.0,25139.0,8581.0,2019-03-24,fr
83,54650.0,43200.0,26850.0,10811.0,24412.0,25064.0,8858.0,2019-03-25,fr
84,57550.0,36524.0,25248.0,10631.0,22964.0,23453.0,8153.0,2019-03-26,fr
85,52290.0,36302.0,26628.0,10365.0,23338.0,22982.0,7871.0,2019-03-27,fr
86,49354.0,32363.0,26280.0,9672.0,22315.0,20912.0,7511.0,2019-03-28,fr
87,50510.0,32392.0,28489.0,9291.0,20819.0,20921.0,7281.0,2019-03-29,fr
88,52814.0,34613.0,29753.0,9552.0,21066.0,24171.0,7512.0,2019-03-30,fr
89,57713.0,38491.0,30259.0,10332.0,24188.0,26106.0,8434.0,2019-03-31,fr
90,51591.0,36055.0,27213.0,10397.0,22713.0,26064.0,8569.0,2019-04-01,fr
91,48954.0,33562.0,25807.0,10573.0,21965.0,25195.0,8047.0,2019-04-02,fr
92,51677.0,33569.0,28514.0,9813.0,22682.0,25004.0,8150.0,2019-04-03,fr
93,53544.0,36986.0,25741.0,9332.0,20975.0,25147.0,7821.0,2019-04-04,fr
94,48786.0,31191.0,25676.0,9308.0,20293.0,25020.0,7340.0,2019-04-05,fr
95,51341.0,32733.0,27097.0,8586.0,20603.0,27061.0,6987.0,2019-04-06,fr
96,58259.0,36566.0,30128.0,9618.0,24550.0,32901.0,7927.0,2019-04-07,fr
97,50981.0,32666.0,26861.0,9810.0,22177.0,32809.0,7969.0,2019-04-08,fr
98,49126.0,30924.0,25615.0,9479.0,31605.0,41007.0,7710.0,2019-04-09,fr
99,49143.0,34184.0,35344.0,9708.0,25696.0,32329.0,7783.0,2019-04-10,fr
100,47520.0,33032.0,29196.0,9085.0,21761.0,30333.0,7336.0,2019-04-11,fr
101,45534.0,32887.0,30909.0,9052.0,20340.0,32798.0,7152.0,2019-04-12,fr
102,50248.0,35136.0,36142.0,8548.0,19846.0,37949.0,7141.0,2019-04-13,fr
103,58954.0,38453.0,34513.0,9656.0,26752.0,63318.0,7646.0,2019-04-14,fr
104,49424.0,34296.0,29518.0,9997.0,22049.0,87941.0,7857.0,2019-04-15,fr
105,50685.0,33197.0,27364.0,9091.0,20521.0,50824.0,7315.0,2019-04-16,fr
106,47954.0,31436.0,26075.0,8771.0,20172.0,38075.0,7101.0,2019-04-17,fr
107,50769.0,30120.0,37233.0,8614.0,19911.0,34853.0,8228.0,2019-04-18,fr
108,47091.0,30414.0,28123.0,8978.0,18739.0,32099.0,7378.0,2019-04-19,fr
109,47665.0,30867.0,27025.0,8256.0,21061.0,31037.0,6842.0,2019-04-20,fr
110,59543.0,38971.0,40134.0,9418.0,21821.0,37113.0,7352.0,2019-04-21,fr
111,59900.0,37775.0,34656.0,10084.0,23893.0,68125.0,7452.0,2019-04-22,fr
112,60972.0,37278.0,28466.0,9690.0,22206.0,48912.0,8437.0,2019-04-23,fr
113,57986.0,36904.0,28732.0,9950.0,22295.0,39431.0,8053.0,2019-04-24,fr
114,60594.0,35104.0,27790.0,9673.0,22253.0,34014.0,7777.0,2019-04-25,fr
115,57174.0,35494.0,29806.0,9137.0,20828.0,31252.0,7628.0,2019-04-26,fr
116,58700.0,38287.0,29384.0,9753.0,20682.0,32671.0,7676.0,2019-04-27,fr
117,73869.0,44592.0,36541.0,10131.0,25275.0,41408.0,8339.0,2019-04-28,fr
118,58823.0,38705.0,28731.0,10273.0,22459.0,72336.0,8790.0,2019-04-29,fr
119,55248.0,36054.0,26840.0,9261.0,20456.0,55107.0,7832.0,2019-04-30,fr
120,60614.0,43165.0,28915.0,9539.0,24503.0,45952.0,8140.0,2019-05-01,fr
121,55100.0,38543.0,27295.0,9479.0,22623.0,37672.0,8096.0,2019-05-02,fr
122,53437.0,38490.0,32916.0,9235.0,21366.0,34068.0,7626.0,2019-05-03,fr
123,57789.0,39435.0,32639.0,9565.0,21628.0,36535.0,7832.0,2019-05-04,fr
124,64322.0,42965.0,33544.0,10249.0,24949.0,40948.0,8326.0,2019-05-05,fr
125,56749.0,35915.0,27309.0,9463.0,21942.0,54105.0,7820.0,2019-05-06,fr
126,51837.0,33603.0,26019.0,9288.0,20903.0,41012.0,7454.0,2019-05-07,fr
127,63753.0,41809.0,32852.0,10809.0,25487.0,41874.0,8502.0,2019-05-08,fr
128,53609.0,37620.0,28923.0,10046.0,22959.0,33311.0,7822.0,2019-05-09,fr
129,52470.0,34802.0,27197.0,9307.0,21372.0,33952.0,7569.0,2019-05-10,fr
130,57692.0,36584.0,28981.0,9169.0,24026.0,35951.0,7417.0,2019-05-11,fr
131,60467.0,40714.0,29338.0,10243.0,24943.0,38557.0,7885.0,2019-05-12,fr
132,50762.0,34583.0,26495.0,10722.0,21825.0,62093.0,8620.0,2019-05-13,fr
133,48907.0,32388.0,25315.0,9719.0,20600.0,48958.0,7808.0,2019-05-14,fr
134,50044.0,31624.0,24755.0,8984.0,21450.0,37696.0,7482.0,2019-05-15,fr
135,47463.0,33718.0,25746.0,9381.0,20762.0,35050.0,7176.0,2019-05-16,fr
136,52390.0,33586.0,27276.0,9153.0,21260.0,33475.0,7468.0,2019-05-17,fr
137,52533.0,33313.0,27593.0,9066.0,20091.0,33977.0,6853.0,2019-05-18,fr
138,60446.0,37276.0,30475.0,10098.0,23535.0,45098.0,7712.0,2019-05-19,fr
139,50533.0,33690.0,26996.0,9431.0,21756.0,94131.0,7721.0,2019-05-20,fr
140,46965.0,30678.0,24461.0,9374.0,20902.0,59749.0,7368.0,2019-05-21,fr
141,48151.0,32803.0,27498.0,10012.0,20994.0,38802.0,7476.0,2019-05-22,fr
142,48948.0,38018.0,24788.0,9529.0,19184.0,30628.0,7253.0,2019-05-23,fr
143,44766.0,30250.0,23626.0,9273.0,18978.0,28331.0,7010.0,2019-05-24,fr
144,49263.0,32503.0,26281.0,9287.0,19553.0,30709.0,7495.0,2019-05-25,fr
145,50344.0,37380.0,26218.0,9514.0,20808.0,29983.0,7487.0,2019-05-26,fr
146,74107.0,33300.0,27684.0,11020.0,21256.0,29620.0,8385.0,2019-05-27,fr
147,47623.0,33228.0,27001.0,19505.0,20688.0,27246.0,8102.0,2019-05-28,fr
148,49536.0,34738.0,27255.0,11830.0,18680.0,25555.0,7897.0,2019-05-29,fr
149,50379.0,38877.0,28146.0,12147.0,20442.0,27320.0,7980.0,2019-05-30,fr
150,44922.0,32550.0,27521.0,11084.0,18828.0,23589.0,7518.0,2019-05-31,fr
151,42607.0,29990.0,26701.0,10023.0,18064.0,22798.0,7267.0,2019-06-01,fr
152,48095.0,32582.0,30090.0,11021.0,21669.0,25234.0,8373.0,2019-06-02,fr
153,43974.0,34643.0,27598.0,11830.0,20283.0,23327.0,7963.0,2019-06-03,fr
154,43638.0,30850.0,29155.0,10679.0,18508.0,21573.0,7548.0,2019-06-04,fr
155,45810.0,33019.0,29928.0,10948.0,18986.0,24120.0,11623.0,2019-06-05,fr
156,48827.0,30809.0,28222.0,10197.0,17951.0,24444.0,8214.0,2019-06-06,fr
157,41825.0,30260.0,26855.0,11847.0,17071.0,24394.0,7757.0,2019-06-07,fr
158,42087.0,30427.0,26144.0,9214.0,16244.0,22513.0,7235.0,2019-06-08,fr
159,51134.0,55003.0,33285.0,10229.0,20789.0,45757.0,27633.0,2019-06-09,fr
160,60475.0,46634.0,46774.0,11980.0,23099.0,39591.0,17465.0,2019-06-10,fr
161,53752.0,38709.0,29595.0,10139.0,19476.0,37047.0,10543.0,2019-06-11,fr
162,51107.0,32006.0,28399.0,9970.0,18557.0,30509.0,9177.0,2019-06-12,fr
163,44980.0,29152.0,25644.0,9826.0,18124.0,25797.0,8805.0,2019-06-13,fr
164,45403.0,29556.0,26261.0,9297.0,17475.0,24673.0,8916.0,2019-06-14,fr
165,47369.0,29993.0,27472.0,9060.0,17323.0,24540.0,7818.0,2019-06-15,fr
166,50660.0,32910.0,29950.0,9599.0,18955.0,27706.0,8341.0,2019-06-16,fr
167,43689.0,27897.0,25212.0,9890.0,17375.0,22176.0,7805.0,2019-06-17,fr
168,44092.0,28463.0,25344.0,10250.0,16523.0,20467.0,7615.0,2019-06-18,fr
169,43274.0,27971.0,25566.0,9650.0,16912.0,20152.0,7420.0,2019-06-19,fr
170,42184.0,27820.0,26741.0,12274.0,16170.0,19267.0,8398.0,2019-06-20,fr
171,39330.0,27228.0,23461.0,16426.0,14333.0,17641.0,6987.0,2019-06-21,fr
172,43789.0,29141.0,26367.0,9993.0,14975.0,18055.0,6966.0,2019-06-22,fr
173,44190.0,32351.0,29093.0,9096.0,17464.0,19773.0,7534.0,2019-06-23,fr
174,43038.0,32409.0,27164.0,10269.0,18332.0,20918.0,8472.0,2019-06-24,fr
175,44723.0,33208.0,29067.0,8549.0,16411.0,18812.0,7588.0,2019-06-25,fr
176,42633.0,29867.0,27959.0,8300.0,15688.0,17764.0,7551.0,2019-06-26,fr
177,43220.0,28708.0,26525.0,8263.0,15554.0,17133.0,7083.0,2019-06-27,fr
178,38844.0,26371.0,25333.0,7842.0,14472.0,15876.0,6410.0,2019-06-28,fr
179,39569.0,27717.0,27398.0,7385.0,15372.0,15667.0,6213.0,2019-06-29,fr
180,50412.0,32640.0,30750.0,7945.0,16661.0,19450.0,7859.0,2019-06-30,fr
181,44652.0,31647.0,30255.0,8365.0,16529.0,18020.0,7813.0,2019-07-01,fr
182,47862.0,31178.0,30745.0,8657.0,15555.0,17153.0,6945.0,2019-07-02,fr
183,49521.0,31057.0,29988.0,8276.0,16010.0,16862.0,6976.0,2019-07-03,fr
184,47378.0,31761.0,27966.0,7988.0,15719.0,16289.0,6920.0,2019-07-04,fr
185,43532.0,28168.0,26210.0,8140.0,14752.0,15086.0,6319.0,2019-07-05,fr
186,47101.0,28632.0,27931.0,7592.0,16525.0,15624.0,6088.0,2019-07-06,fr
187,104268.0,32773.0,34416.0,8264.0,17582.0,17881.0,7366.0,2019-07-07,fr
188,60434.0,31154.0,30753.0,8899.0,17417.0,17846.0,7850.0,2019-07-08,fr
189,49561.0,30058.0,30091.0,8842.0,16679.0,17119.0,7434.0,2019-07-09,fr
190,46680.0,30505.0,29312.0,8249.0,15328.0,16322.0,7051.0,2019-07-10,fr
191,55662.0,30887.0,31598.0,8268.0,15213.0,15779.0,6857.0,2019-07-11,fr
192,44877.0,30564.0,30913.0,7860.0,15284.0,15551.0,6778.0,2019-07-12,fr
193,46214.0,31542.0,31318.0,7487.0,15706.0,16733.0,6210.0,2019-07-13,fr
194,47964.0,34388.0,32957.0,7797.0,17210.0,17236.0,6809.0,2019-07-14,fr
195,45624.0,141666.0,140225.0,8012.0,17780.0,16680.0,7720.0,2019-07-15,fr
196,43469.0,50463.0,54005.0,8030.0,17272.0,15731.0,6947.0,2019-07-16,fr
197,45620.0,49938.0,49608.0,8058.0,17573.0,16346.0,7562.0,2019-07-17,fr
198,43779.0,44034.0,44089.0,8570.0,17538.0,16936.0,7533.0,2019-07-18,fr
199,41756.0,39851.0,39662.0,7872.0,15704.0,15555.0,7057.0,2019-07-19,fr
200,41028.0,40917.0,40127.0,7714.0,16426.0,18483.0,6530.0,2019-07-20,fr
201,48970.0,45753.0,42769.0,8369.0,18717.0,18772.0,7122.0,2019-07-21,fr
202,49918.0,40934.0,37905.0,9021.0,18398.0,17578.0,7883.0,2019-07-22,fr
203,44700.0,37993.0,36543.0,8344.0,50613.0,18004.0,6859.0,2019-07-23,fr
204,42995.0,37485.0,33517.0,7914.0,23149.0,16853.0,6806.0,2019-07-24,fr
205,43331.0,34707.0,30942.0,7865.0,17573.0,15978.0,6661.0,2019-07-25,fr
206,42170.0,34593.0,33216.0,7976.0,17644.0,15821.0,7113.0,2019-07-26,fr
207,46401.0,37974.0,36413.0,7882.0,17465.0,16889.0,6889.0,2019-07-27,fr
208,49990.0,40849.0,38574.0,8439.0,19370.0,18607.0,7095.0,2019-07-28,fr
209,45479.0,35629.0,34131.0,8591.0,18468.0,18199.0,7119.0,2019-07-29,fr
210,46084.0,36014.0,37949.0,9046.0,18659.0,18247.0,7145.0,2019-07-30,fr
211,44692.0,34758.0,34699.0,8688.0,18240.0,17223.0,7139.0,2019-07-31,fr
212,43295.0,32363.0,33279.0,8551.0,17963.0,16838.0,6860.0,2019-08-01,fr
213,43190.0,31010.0,31593.0,8246.0,17664.0,15708.0,6350.0,2019-08-02,fr
214,43191.0,32077.0,33111.0,9264.0,16591.0,15063.0,6102.0,2019-08-03,fr
215,48314.0,35366.0,35070.0,9245.0,19564.0,17071.0,6727.0,2019-08-04,fr
216,46704.0,33166.0,34255.0,9329.0,19252.0,18981.0,7670.0,2019-08-05,fr
217,45452.0,32889.0,34019.0,9228.0,18340.0,18132.0,7087.0,2019-08-06,fr
218,45779.0,34510.0,31700.0,8821.0,18928.0,17527.0,7189.0,2019-08-07,fr
219,43786.0,32081.0,30264.0,8682.0,17612.0,18029.0,6530.0,2019-08-08,fr
220,45252.0,31912.0,30464.0,8552.0,18099.0,17484.0,7718.0,2019-08-09,fr
221,46274.0,31831.0,30028.0,8445.0,18259.0,16191.0,6800.0,2019-08-10,fr
222,66748.0,35271.0,34541.0,8605.0,19720.0,18690.0,6712.0,2019-08-11,fr
223,50655.0,34208.0,33588.0,10615.0,19149.0,18031.0,7845.0,2019-08-12,fr
224,47174.0,31999.0,34630.0,8930.0,18736.0,16896.0,7109.0,2019-08-13,fr
225,46927.0,30937.0,30670.0,9708.0,19035.0,16806.0,7182.0,2019-08-14,fr
226,49127.0,33742.0,33791.0,9819.0,19647.0,17536.0,7368.0,2019-08-15,fr
227,46054.0,31691.0,34708.0,9312.0,18417.0,16943.0,6932.0,2019-08-16,fr
228,47062.0,33831.0,31549.0,9436.0,19249.0,16796.0,6898.0,2019-08-17,fr
229,55298.0,35114.0,32492.0,10228.0,22064.0,20526.0,7855.0,2019-08-18,fr
230,63224.0,35916.0,35453.0,10611.0,21179.0,19397.0,9134.0,2019-08-19,fr
231,53528.0,34365.0,31439.0,11579.0,22684.0,19043.0,8904.0,2019-08-20,fr
232,57467.0,32905.0,29421.0,9710.0,21429.0,17724.0,7953.0,2019-08-21,fr
233,50345.0,31404.0,28528.0,8898.0,19609.0,19141.0,7163.0,2019-08-22,fr
234,49463.0,32116.0,28201.0,9984.0,20321.0,18359.0,7594.0,2019-08-23,fr
235,46785.0,32498.0,30064.0,9030.0,19136.0,16985.0,6990.0,2019-08-24,fr
236,50651.0,34228.0,32360.0,9816.0,20865.0,19358.0,7671.0,2019-08-25,fr
237,46825.0,33941.0,31605.0,9243.0,18399.0,17891.0,7461.0,2019-08-26,fr
238,44781.0,34026.0,31558.0,9096.0,18555.0,18166.0,7831.0,2019-08-27,fr
239,46443.0,33594.0,28866.0,9418.0,21211.0,18073.0,7497.0,2019-08-28,fr
240,43994.0,31624.0,28435.0,8993.0,19037.0,18725.0,6933.0,2019-08-29,fr
241,44995.0,30231.0,26891.0,8508.0,18258.0,17109.0,7097.0,2019-08-30,fr
242,45833.0,32679.0,27868.0,8168.0,19248.0,16762.0,6699.0,2019-08-31,fr
243,47040.0,35302.0,28853.0,8913.0,21535.0,19518.0,7170.0,2019-09-01,fr
244,43566.0,31091.0,26274.0,8977.0,20279.0,19734.0,7645.0,2019-09-02,fr
245,40671.0,28927.0,23599.0,8434.0,18028.0,16143.0,6991.0,2019-09-03,fr
246,40904.0,29270.0,23520.0,8544.0,17975.0,16222.0,6867.0,2019-09-04,fr
247,42311.0,30543.0,25072.0,9886.0,20686.0,18060.0,7409.0,2019-09-05,fr
248,34552.0,25513.0,21222.0,8060.0,16413.0,14993.0,6499.0,2019-09-06,fr
249,45487.0,34143.0,26004.0,8417.0,19096.0,17213.0,7773.0,2019-09-07,fr
250,51888.0,42712.0,28939.0,9588.0,38031.0,20448.0,7877.0,2019-09-08,fr
251,55938.0,36032.0,25623.0,8674.0,21265.0,17108.0,7053.0,2019-09-09,fr
252,44550.0,39924.0,24650.0,9030.0,19576.0,16587.0,6946.0,2019-09-10,fr
253,44255.0,34546.0,25088.0,9088.0,19777.0,18074.0,7362.0,2019-09-11,fr
254,43210.0,31764.0,23563.0,8675.0,18993.0,16011.0,6623.0,2019-09-12,fr
255,42713.0,31509.0,24495.0,9097.0,18504.0,16333.0,7296.0,2019-09-13,fr
256,45042.0,32960.0,25894.0,8984.0,19468.0,18761.0,7242.0,2019-09-14,fr
257,47993.0,36869.0,27372.0,9613.0,21255.0,19768.0,7311.0,2019-09-15,fr
258,53446.0,37956.0,28989.0,10495.0,22792.0,18129.0,7962.0,2019-09-16,fr
259,47568.0,31900.0,26027.0,9641.0,20596.0,16411.0,7411.0,2019-09-17,fr
260,46967.0,30969.0,25253.0,9534.0,21845.0,17011.0,7640.0,2019-09-18,fr
261,47439.0,29531.0,24085.0,9158.0,19075.0,15310.0,6928.0,2019-09-19,fr
262,50528.0,32353.0,26215.0,8944.0,18178.0,14788.0,6921.0,2019-09-20,fr
263,56476.0,36761.0,31817.0,9538.0,21032.0,16507.0,7049.0,2019-09-21,fr
264,62603.0,44444.0,31120.0,10919.0,24824.0,20674.0,8352.0,2019-09-22,fr
265,58809.0,39754.0,28053.0,10986.0,22966.0,18526.0,7617.0,2019-09-23,fr
266,52409.0,36270.0,26042.0,9686.0,21095.0,16515.0,7167.0,2019-09-24,fr
267,54131.0,36593.0,26488.0,10151.0,21505.0,16808.0,7155.0,2019-09-25,fr
268,47539.0,31674.0,24142.0,9438.0,19408.0,15139.0,7133.0,2019-09-26,fr
269,47895.0,31464.0,24624.0,9203.0,18355.0,15056.0,6762.0,2019-09-27,fr
270,55480.0,37424.0,27136.0,8668.0,20064.0,16726.0,6960.0,2019-09-28,fr
271,58075.0,39822.0,29333.0,10525.0,25362.0,22042.0,8116.0,2019-09-29,fr
272,54279.0,42199.0,26742.0,10958.0,22211.0,17692.0,7936.0,2019-09-30,fr
273,48122.0,35233.0,24993.0,10820.0,20543.0,16411.0,7467.0,2019-10-01,fr
274,46499.0,33924.0,24450.0,10380.0,20766.0,16021.0,7306.0,2019-10-02,fr
275,67428.0,31878.0,31474.0,9916.0,34448.0,15374.0,6903.0,2019-10-03,fr
276,50079.0,33099.0,33952.0,9893.0,20851.0,15778.0,7180.0,2019-10-04,fr
277,54515.0,37371.0,29725.0,9681.0,20808.0,17693.0,7072.0,2019-10-05,fr
278,59379.0,41174.0,31307.0,12264.0,23970.0,20107.0,8286.0,2019-10-06,fr
279,50059.0,43873.0,27243.0,11055.0,35957.0,29859.0,7661.0,2019-10-07,fr
280,49625.0,37434.0,26550.0,11113.0,23422.0,18039.0,7925.0,2019-10-08,fr
281,53546.0,39705.0,28940.0,11516.0,22772.0,16865.0,7710.0,2019-10-09,fr
282,60962.0,37828.0,31651.0,10827.0,28219.0,15967.0,7789.0,2019-10-10,fr
283,50526.0,37973.0,29046.0,10785.0,21483.0,15782.0,7710.0,2019-10-11,fr
284,56798.0,44657.0,33972.0,9663.0,22742.0,16926.0,7533.0,2019-10-12,fr
285,73620.0,51167.0,35873.0,11856.0,28533.0,18536.0,8034.0,2019-10-13,fr
286,55179.0,47252.0,33822.0,10949.0,24204.0,17483.0,8061.0,2019-10-14,fr
287,52231.0,43216.0,30793.0,10703.0,26193.0,16351.0,7617.0,2019-10-15,fr
288,52166.0,42117.0,30284.0,10540.0,23568.0,15992.0,7244.0,2019-10-16,fr
289,59121.0,40690.0,35331.0,9874.0,27862.0,14978.0,7050.0,2019-10-17,fr
290,49251.0,41633.0,32224.0,9842.0,21077.0,14398.0,6657.0,2019-10-18,fr
291,56226.0,44868.0,35022.0,9308.0,23171.0,16796.0,6920.0,2019-10-19,fr
292,67869.0,61206.0,39450.0,10359.0,25321.0,18915.0,7419.0,2019-10-20,fr
293,57665.0,51627.0,37997.0,11627.0,24268.0,18009.0,8279.0,2019-10-21,fr
294,57374.0,51884.0,38593.0,11321.0,23872.0,17773.0,8456.0,2019-10-22,fr
