,adventure_game,platform_game,shooting_game,action_game,puzzle_video_game,role-playing_video_game,visual_novel,dates,lang
589,72370.0,30513.0,19557.0,39104.0,18242.0,89397.0,48934.0,2020-08-12,ja
590,70781.0,31616.0,20640.0,42363.0,17806.0,93849.0,49698.0,2020-08-13,ja
591,79392.0,31936.0,22439.0,47508.0,18530.0,92787.0,52894.0,2020-08-14,ja
592,74321.0,32501.0,21729.0,44983.0,18882.0,90391.0,54137.0,2020-08-15,ja
593,75393.0,31080.0,20632.0,51674.0,18102.0,93115.0,51176.0,2020-08-16,ja
594,65823.0,26722.0,18695.0,42244.0,16309.0,79176.0,45107.0,2020-08-17,ja
595,61474.0,27332.0,17672.0,40645.0,18018.0,80317.0,44572.0,2020-08-18,ja
596,59548.0,26432.0,17501.0,37033.0,15489.0,77237.0,44243.0,2020-08-19,ja
597,56543.0,27932.0,18587.0,36590.0,17931.0,78316.0,44965.0,2020-08-20,ja
598,59284.0,27723.0,18045.0,38815.0,16289.0,76388.0,44626.0,2020-08-21,ja
599,68370.0,32118.0,20031.0,44099.0,16883.0,86212.0,49757.0,2020-08-22,ja
600,73907.0,32335.0,21661.0,48832.0,16841.0,88236.0,50598.0,2020-08-23,ja
601,61326.0,26204.0,17439.0,37383.0,14568.0,77832.0,43493.0,2020-08-24,ja
602,56661.0,28170.0,18671.0,37311.0,15351.0,78004.0,64798.0,2020-08-25,ja
603,57135.0,26163.0,17291.0,57682.0,16387.0,97228.0,50863.0,2020-08-26,ja
604,57431.0,26876.0,16621.0,77041.0,18908.0,98024.0,47365.0,2020-08-27,ja
605,53177.0,26766.0,16235.0,83679.0,15279.0,84878.0,45964.0,2020-08-28,ja
606,64280.0,32836.0,18729.0,73886.0,16625.0,97395.0,48622.0,2020-08-29,ja
607,65694.0,38178.0,18114.0,57337.0,21585.0,92433.0,49304.0,2020-08-30,ja
608,53204.0,27565.0,16553.0,43388.0,15562.0,79695.0,43712.0,2020-08-31,ja
609,61828.0,26614.0,16511.0,40103.0,14831.0,74364.0,40963.0,2020-09-01,ja
610,59313.0,28241.0,20684.0,41540.0,15668.0,75612.0,42428.0,2020-09-02,ja
611,59427.0,36754.0,20804.0,40926.0,15356.0,76159.0,42031.0,2020-09-03,ja
612,57598.0,40609.0,17291.0,38900.0,15547.0,75338.0,44650.0,2020-09-04,ja
613,70454.0,39998.0,21056.0,45689.0,16365.0,86822.0,45898.0,2020-09-05,ja
614,70092.0,48092.0,19479.0,75823.0,25592.0,90798.0,58280.0,2020-09-06,ja
615,60062.0,34295.0,17503.0,42940.0,15949.0,79863.0,46936.0,2020-09-07,ja
616,64393.0,32000.0,16188.0,40642.0,14235.0,82578.0,42940.0,2020-09-08,ja
617,59775.0,29829.0,15614.0,38889.0,14077.0,75834.0,41988.0,2020-09-09,ja
618,58978.0,30348.0,18530.0,38876.0,14240.0,72317.0,41875.0,2020-09-10,ja
619,75041.0,30879.0,17211.0,40251.0,15117.0,75078.0,44025.0,2020-09-11,ja
620,226557.0,38240.0,19307.0,48654.0,16198.0,90726.0,50255.0,2020-09-12,ja
621,97976.0,38173.0,19461.0,45438.0,16464.0,86773.0,51973.0,2020-09-13,ja
622,65649.0,32267.0,17034.0,35934.0,15187.0,75848.0,42973.0,2020-09-14,ja
623,56302.0,31791.0,16138.0,35779.0,15626.0,71944.0,40595.0,2020-09-15,ja
624,56329.0,31052.0,17452.0,34692.0,17895.0,77023.0,40934.0,2020-09-16,ja
625,62781.0,32967.0,16602.0,36803.0,16801.0,90994.0,38988.0,2020-09-17,ja
626,59194.0,36765.0,15983.0,35107.0,15521.0,80414.0,39254.0,2020-09-18,ja
627,65181.0,42013.0,18141.0,40326.0,15547.0,84867.0,44551.0,2020-09-19,ja
628,69579.0,44747.0,18891.0,40647.0,16424.0,87864.0,47067.0,2020-09-20,ja
629,72018.0,41718.0,20182.0,42051.0,16554.0,91740.0,48104.0,2020-09-21,ja
630,71641.0,39507.0,19189.0,40853.0,16291.0,91867.0,48872.0,2020-09-22,ja
631,58041.0,33089.0,16293.0,35574.0,14888.0,76731.0,41972.0,2020-09-23,ja
632,56672.0,44227.0,18100.0,34929.0,15557.0,78736.0,42533.0,2020-09-24,ja
633,61603.0,33833.0,17153.0,35957.0,15053.0,76576.0,41442.0,2020-09-25,ja
634,69852.0,38944.0,20177.0,44083.0,16958.0,90234.0,47494.0,2020-09-26,ja
635,66309.0,35256.0,19774.0,43041.0,16265.0,88498.0,49121.0,2020-09-27,ja
636,53968.0,28346.0,19370.0,33626.0,14495.0,85019.0,44093.0,2020-09-28,ja
637,51685.0,26282.0,17182.0,31916.0,13893.0,83447.0,40912.0,2020-09-29,ja
638,50308.0,26554.0,15535.0,29967.0,12900.0,78790.0,40668.0,2020-09-30,ja
639,70397.0,29113.0,26145.0,41448.0,14188.0,73189.0,38644.0,2020-10-01,ja
640,277116.0,32336.0,17210.0,33765.0,14510.0,76370.0,41325.0,2020-10-02,ja
641,105157.0,36992.0,19091.0,38260.0,15611.0,97037.0,51335.0,2020-10-03,ja
642,85361.0,39818.0,18999.0,42409.0,18612.0,92396.0,50306.0,2020-10-04,ja
643,60151.0,29409.0,16916.0,32784.0,14915.0,77571.0,43237.0,2020-10-05,ja
644,53336.0,27557.0,15419.0,30914.0,14808.0,75266.0,41888.0,2020-10-06,ja
645,55264.0,29569.0,16394.0,31796.0,15795.0,73943.0,42412.0,2020-10-07,ja
646,53854.0,30641.0,16398.0,31561.0,15336.0,74444.0,41913.0,2020-10-08,ja
647,55720.0,29051.0,16782.0,31300.0,14245.0,73541.0,42078.0,2020-10-09,ja
648,67629.0,37624.0,19470.0,37193.0,15696.0,90954.0,48455.0,2020-10-10,ja
649,69660.0,35380.0,18275.0,35786.0,15485.0,89689.0,50055.0,2020-10-11,ja
650,53436.0,28974.0,16888.0,32473.0,15173.0,79202.0,43353.0,2020-10-12,ja
651,55401.0,26922.0,16633.0,31215.0,14142.0,72838.0,40216.0,2020-10-13,ja
652,51478.0,25677.0,16233.0,30259.0,13546.0,75354.0,39252.0,2020-10-14,ja
653,51602.0,29113.0,16513.0,31657.0,14489.0,72880.0,39555.0,2020-10-15,ja
654,50110.0,26984.0,16055.0,38531.0,13784.0,70307.0,39830.0,2020-10-16,ja
655,59262.0,30950.0,18245.0,36881.0,15861.0,83139.0,45278.0,2020-10-17,ja
656,57449.0,30827.0,16939.0,36012.0,14421.0,80748.0,46677.0,2020-10-18,ja
657,51470.0,26095.0,15833.0,33961.0,14370.0,72404.0,43008.0,2020-10-19,ja
658,49567.0,26701.0,16131.0,32142.0,13877.0,70139.0,40818.0,2020-10-20,ja
659,49307.0,25205.0,16673.0,31458.0,13241.0,69542.0,39669.0,2020-10-21,ja
660,49162.0,24279.0,15444.0,31131.0,13914.0,68932.0,43594.0,2020-10-22,ja
661,148416.0,26035.0,16182.0,32659.0,13786.0,69559.0,50513.0,2020-10-23,ja
662,74472.0,28714.0,16770.0,32825.0,14241.0,77575.0,61466.0,2020-10-24,ja
663,69466.0,28554.0,17960.0,34334.0,15556.0,84118.0,62798.0,2020-10-25,ja
664,56668.0,24426.0,15702.0,31549.0,13339.0,71217.0,48159.0,2020-10-26,ja
665,54360.0,25398.0,15893.0,30561.0,13827.0,73410.0,46401.0,2020-10-27,ja
666,58703.0,24987.0,15061.0,30138.0,13593.0,81582.0,42199.0,2020-10-28,ja
667,59717.0,23092.0,14914.0,31437.0,13245.0,90562.0,40628.0,2020-10-29,ja
668,161229.0,21433.0,15475.0,33587.0,12773.0,83811.0,42503.0,2020-10-30,ja
669,86186.0,26279.0,16865.0,34095.0,13346.0,84651.0,46707.0,2020-10-31,ja
670,71754.0,30688.0,16315.0,33486.0,19207.0,88271.0,48374.0,2020-11-01,ja
671,64552.0,25179.0,16086.0,32849.0,14323.0,86766.0,46188.0,2020-11-02,ja
672,72564.0,26385.0,19772.0,34787.0,14633.0,91083.0,47965.0,2020-11-03,ja
673,53251.0,21695.0,14203.0,29363.0,13080.0,74497.0,39928.0,2020-11-04,ja
674,54797.0,22692.0,14592.0,29405.0,13180.0,75977.0,43679.0,2020-11-05,ja
675,184894.0,23395.0,15279.0,30976.0,14412.0,76420.0,42994.0,2020-11-06,ja
676,110946.0,28574.0,17778.0,36432.0,16379.0,89483.0,48899.0,2020-11-07,ja
677,89571.0,27132.0,18043.0,35772.0,15662.0,91152.0,52228.0,2020-11-08,ja
678,71675.0,24126.0,15754.0,32285.0,14147.0,75149.0,44720.0,2020-11-09,ja
679,66070.0,23505.0,15926.0,30729.0,13412.0,72921.0,42986.0,2020-11-10,ja
680,62248.0,24763.0,15423.0,29770.0,14663.0,71634.0,42164.0,2020-11-11,ja
681,63191.0,46837.0,15510.0,29597.0,14095.0,70472.0,41544.0,2020-11-12,ja
682,75435.0,45335.0,15561.0,33777.0,13502.0,72733.0,39905.0,2020-11-13,ja
683,78618.0,62534.0,17347.0,36347.0,14553.0,81491.0,45537.0,2020-11-14,ja
684,78762.0,62280.0,19741.0,36909.0,15527.0,87387.0,48038.0,2020-11-15,ja
685,67147.0,53167.0,17278.0,33057.0,13718.0,78653.0,42936.0,2020-11-16,ja
686,64839.0,48454.0,16756.0,32608.0,16310.0,76912.0,42293.0,2020-11-17,ja
687,61495.0,43806.0,16761.0,34249.0,14899.0,76369.0,42266.0,2020-11-18,ja
688,61278.0,39771.0,17254.0,40171.0,14204.0,77305.0,41868.0,2020-11-19,ja
689,73111.0,36731.0,24291.0,187854.0,16387.0,79053.0,42414.0,2020-11-20,ja
690,100243.0,45594.0,19665.0,72195.0,15497.0,91978.0,45551.0,2020-11-21,ja
691,79914.0,45548.0,19327.0,58186.0,16124.0,95693.0,50575.0,2020-11-22,ja
692,73491.0,39965.0,18620.0,51517.0,16194.0,95704.0,50750.0,2020-11-23,ja
693,60209.0,34214.0,16872.0,43741.0,15081.0,80686.0,45893.0,2020-11-24,ja
694,55248.0,31183.0,16159.0,38669.0,14350.0,77894.0,45805.0,2020-11-25,ja
695,56318.0,30952.0,15878.0,37207.0,13327.0,80507.0,42887.0,2020-11-26,ja
696,56680.0,46439.0,16847.0,41382.0,21055.0,74333.0,42983.0,2020-11-27,ja
697,66646.0,36258.0,18788.0,42496.0,15803.0,90443.0,62033.0,2020-11-28,ja
698,68112.0,35738.0,19752.0,43548.0,16091.0,88287.0,56987.0,2020-11-29,ja
699,57178.0,30519.0,16533.0,35945.0,15127.0,75294.0,45293.0,2020-11-30,ja
700,55159.0,25626.0,15036.0,33120.0,13450.0,70969.0,42609.0,2020-12-01,ja
701,56653.0,25725.0,16182.0,33786.0,13594.0,74974.0,46109.0,2020-12-02,ja
702,56905.0,24250.0,15579.0,32672.0,13612.0,76534.0,40337.0,2020-12-03,ja
703,52622.0,24921.0,16811.0,34441.0,13735.0,71057.0,38026.0,2020-12-04,ja
704,63240.0,31701.0,20259.0,41253.0,15892.0,83552.0,46988.0,2020-12-05,ja
705,66396.0,31797.0,19732.0,40381.0,15382.0,83837.0,48601.0,2020-12-06,ja
706,52772.0,26185.0,16431.0,35637.0,15181.0,74227.0,48122.0,2020-12-07,ja
707,57878.0,25569.0,16764.0,38285.0,15043.0,75298.0,43043.0,2020-12-08,ja
708,51527.0,25331.0,17247.0,37911.0,14857.0,77580.0,43477.0,2020-12-09,ja
709,48251.0,27929.0,18645.0,38786.0,15140.0,71762.0,43189.0,2020-12-10,ja
710,54062.0,27876.0,20691.0,38613.0,15665.0,81542.0,43711.0,2020-12-11,ja
711,58407.0,31590.0,19426.0,41141.0,16082.0,85508.0,50603.0,2020-12-12,ja
712,58215.0,29207.0,19276.0,41757.0,15890.0,83805.0,51607.0,2020-12-13,ja
713,48530.0,24916.0,16518.0,34569.0,15321.0,73457.0,44995.0,2020-12-14,ja
714,53145.0,24684.0,15728.0,32320.0,14131.0,76798.0,42139.0,2020-12-15,ja
715,47453.0,24906.0,16028.0,34626.0,13659.0,71167.0,41832.0,2020-12-16,ja
716,45975.0,23426.0,16246.0,36166.0,13984.0,73714.0,42544.0,2020-12-17,ja
717,47272.0,24388.0,15510.0,34545.0,13704.0,74380.0,40676.0,2020-12-18,ja
718,66133.0,30697.0,17756.0,38411.0,14878.0,81659.0,50903.0,2020-12-19,ja
719,51552.0,27143.0,16281.0,35548.0,14656.0,80350.0,51704.0,2020-12-20,ja
720,44719.0,22394.0,15393.0,31079.0,13514.0,68374.0,43994.0,2020-12-21,ja
721,47643.0,25679.0,16070.0,34089.0,13611.0,74075.0,42778.0,2020-12-22,ja
722,46142.0,26302.0,15699.0,34861.0,13825.0,73322.0,41337.0,2020-12-23,ja
723,44525.0,23858.0,17644.0,36502.0,14307.0,71264.0,47236.0,2020-12-24,ja
724,46239.0,25907.0,15814.0,44681.0,13567.0,72596.0,51882.0,2020-12-25,ja
725,50457.0,32332.0,16373.0,41595.0,14776.0,80353.0,49374.0,2020-12-26,ja
726,53703.0,28382.0,17452.0,43509.0,15794.0,85978.0,51169.0,2020-12-27,ja
727,54083.0,26745.0,16230.0,40191.0,16964.0,90284.0,46579.0,2020-12-28,ja
728,61024.0,29641.0,17598.0,43344.0,15997.0,94553.0,48568.0,2020-12-29,ja
729,60355.0,31262.0,17327.0,51688.0,16456.0,98389.0,50747.0,2020-12-30,ja
730,51210.0,27526.0,16361.0,39367.0,14049.0,91117.0,46938.0,2020-12-31,ja
