"DateTime";"Garry's Mod";"DayZ";"Euro Truck Simulator 2";"Warframe";"Tom Clancy's Rainbow Six Siege";"Dead by Daylight";"Hearts of Iron IV";"Warhammer: Vermintide 2";"Destiny 2";"Farming Simulator 22"
"2021-09-30 00:00:00";37814;38658;41096;72218;80679;66893;42077;4910;128632;
"2021-10-14 00:00:00";38733;38238;38990;63617;79179;100687;43326;5055;101890;
"2021-10-28 00:00:00";44736;40049;51273;62270;74925;84843;45027;9516;78610;
"2021-11-11 00:00:00";39018;38144;47079;73214;71607;63365;68019;5894;64379;105636
"2021-11-25 00:00:00";37036;46081;43697;67655;84396;73032;61947;5382;155470;94744
"2021-12-09 00:00:00";37588;39836;42472;118297;73896;74197;48793;10814;107821;67328
"2021-12-23 00:00:00";40657;51910;51577;81409;74377;58884;45458;9192;80579;62085
"2022-01-06 00:00:00";43787;52751;49423;72211;75214;56779;46571;8407;78867;55953
"2022-01-20 00:00:00";45812;49346;56897;66142;72226;62413;48746;7185;72423;49231
"2022-02-03 00:00:00";43593;47146;50156;59035;73414;52853;47233;6513;86926;44942
"2022-02-17 00:00:00";43858;46538;43354;57905;78263;49939;51134;4444;290112;39481
"2022-03-03 00:00:00";40696;43701;47980;48493;97623;54039;57838;5940;229217;35802
"2022-03-17 00:00:00";39888;43898;38390;62257;109487;53269;55618;8359;109705;33647
"2022-03-31 00:00:00";40226;45934;50637;68414;93674;48031;56650;5742;88334;39036
"2022-04-14 00:00:00";39018;58523;38872;87645;82804;40617;50743;5110;76968;37912
"2022-04-28 00:00:00";38338;53909;40295;87535;76613;44145;50316;5228;94265;34297
"2022-05-12 00:00:00";40251;47506;36101;69064;64534;52477;51242;4100;180392;33346
"2022-05-26 00:00:00";41361;44785;37265;62521;67352;60490;48357;8267;161401;33893
"2022-06-09 00:00:00";39968;47034;38577;69244;71005;96580;46449;7313;98735;30124
"2022-06-23 00:00:00";42483;52589;37777;49107;67267;80772;44495;5720;87236;29415
"2022-07-07 00:00:00";41552;47867;38225;103429;62923;68354;44699;5880;103075;32493
"2022-07-21 00:00:00";43552;45297;33483;70120;62508;51897;44399;5754;78960;33675
"2022-08-04 00:00:00";43609;48151;39128;58595;59256;53137;44752;4285;72463;33202
"2022-08-18 00:00:00";44381;45596;35888;52008;53270;70183;44789;4720;193209;35315
"2022-09-01 00:00:00";44489;49441;48022;77281;66588;66133;47804;4184;149576;36502
"2022-09-15 00:00:00";41213;52107;43761;63579;65012;56809;63998;4065;124514;37923
"2022-09-29 00:00:00";39122;49251;37819;55683;54459;49761;70997;6076;99565;37222
"2022-10-13 00:00:00";40148;57465;45544;50521;54972;67598;56418;6609;103063;37402
"2022-10-27 00:00:00";44317;55906;41129;49078;46805;62651;43085;104323;66388;40880
"2022-11-10 00:00:00";40262;52404;39068;44220;41581;51337;43501;70199;52628;40784
